assetId,domain,assetKind,logicalGroup,source,sourcePath,sourceType,originalFunction,originalRenderer,modernRenderer,productionStatus,shippingStatus,evidenceStatus,rightsStatus,replacementRequired,replacementComplete,humanApproved,runtimeQaPassed,dimensions,format,runtimeConsumer,visualQaStatus,generation,disposition,replacementAssetId,dependencies,blockers,notes
art:vfx:battle-atkup:nitro-reference,VFX,NITRO_3D_EFFECT_FAMILY,battle/atkup,YDIJ Nitro 3D inventory + decoded reference pack,R:\NEXUS LINK\原作\YDIJ_3D_RESEARCH_PACK_2026-08-24\3D_ASSET_INVENTORY.csv,ROM_BINARY,RAW_3D_BATTLE_ATKUP,NITRO_3D_VFX,HYBRID_2D_3D,NEEDS_CONVERSION,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""CLEAN_ROOM_ORIGINAL_REPLACEMENT_REQUIRED""]","Verified Nitro 3D effect family; recreate only the effect layer, not the whole scene."
art:vfx:e002-hunt-bullet-sleep:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_bullet_sleep,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_BULLET_SLEEP,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-bullet-stun:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_bullet_stun,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_BULLET_STUN,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-decoy2:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_decoy2,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_DECOY2,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-decoy:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_decoy,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_DECOY,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-digicach:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_digicach,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_DIGICACH,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-digilight2:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_digilight2,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_DIGILIGHT2,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-digilight:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_digilight,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_DIGILIGHT,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-digiprison:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_digiprison,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_DIGIPRISON,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-digirope:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_digirope,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_DIGIROPE,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-guidewire:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_guidewire,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_GUIDEWIRE,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-hardrope:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_hardrope,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_HARDROPE,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-hugemine:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_hugemine,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_HUGEMINE,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-magnetwire:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_magnetwire,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_MAGNETWIRE,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-niku-big:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_niku_big,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_NIKU_BIG,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-niku-nomal:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_niku_nomal,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_NIKU_NOMAL,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-niku-poison:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_niku_poison,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_NIKU_POISON,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-niku-sleep:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_niku_sleep,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_NIKU_SLEEP,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-niku-stun:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_niku_stun,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_NIKU_STUN,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-nomalrope:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_nomalrope,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_NOMALROPE,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-smallmine:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_smallmine,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_SMALLMINE,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-sparkwire:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt_sparkwire,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_SPARKWIRE,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt-sub:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt.sub,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT_SUB,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e002-hunt:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e002_hunt,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_HUNT_TOOL_OR_TRAP_SPRITE_E002_HUNT,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (HUNT_TOOL_OR_TRAP_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e003-abduction00:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e003_abduction00,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_BATTLE_ATTACK_SPRITE_E003_ABDUCTION00,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (BATTLE_ATTACK_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e003-airneedle00:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e003_airneedle00,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_BATTLE_ATTACK_SPRITE_E003_AIRNEEDLE00,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (BATTLE_ATTACK_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e003-apollomonarrow00:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e003_apollomonarrow00,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_BATTLE_ATTACK_SPRITE_E003_APOLLOMONARROW00,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (BATTLE_ATTACK_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e003-bakemoncurse00:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e003_bakemoncurse00,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_BATTLE_ATTACK_SPRITE_E003_BAKEMONCURSE00,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (BATTLE_ATTACK_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
art:vfx:e003-banana00:sprite-reference,VFX,VFX_2D_SPRITE_FAMILY,common/e003_banana00,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_2D_BATTLE_ATTACK_SPRITE_E003_BANANA00,NDS_2D,PIXIJS_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_EFFECT_REPLACEMENT_REQUIRED"",""TRIGGER_AND_TIMING_UNKNOWN_REQUIRES_TRACE"",""SPRITE_VFX_TIER_NOT_IN_ORIGINAL_752_UNIT_AUDIT""]","2D cell-animated effect family (BATTLE_ATTACK_SPRITE). The original 26 VFX units are all Nitro 3D models; this entire 2D sprite library was outside the 752-unit audit. Trigger and timing remain gameplay authority and must be traced, not inferred from the artwork."
