assetId,domain,assetKind,logicalGroup,source,sourcePath,sourceType,originalFunction,originalRenderer,modernRenderer,productionStatus,shippingStatus,evidenceStatus,rightsStatus,replacementRequired,replacementComplete,humanApproved,runtimeQaPassed,dimensions,format,runtimeConsumer,visualQaStatus,generation,disposition,replacementAssetId,dependencies,blockers,notes
art:ui:cell-bundle-battle-menu-net-net-obj-main:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,battle_menu_net/net_obj_main.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\battle_menu_net__net_obj_main__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_BATTLE_MENU_NET_NET_OBJ_MAIN_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 37 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-battle-menu-net-net-obj-sub:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,battle_menu_net/net_obj_sub.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\battle_menu_net__net_obj_sub__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_BATTLE_MENU_NET_NET_OBJ_SUB_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 14 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-battle-result-result-medal-eff:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,battle_result/result_medal_eff.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\battle_result__result_medal_eff__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_BATTLE_RESULT_RESULT_MEDAL_EFF_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 9 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-battle-result-result-medallight:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,battle_result/result_medallight.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\battle_result__result_medallight__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_BATTLE_RESULT_RESULT_MEDALLIGHT_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 7 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-battle-result-result-obj-main:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,battle_result/result_obj_main.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\battle_result__result_obj_main__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_BATTLE_RESULT_RESULT_OBJ_MAIN_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 67 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-battle-result-result-obj-sub:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,battle_result/result_obj_sub.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\battle_result__result_obj_sub__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_BATTLE_RESULT_RESULT_OBJ_SUB_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 2 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-database-icon:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/database_icon.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__database_icon__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_DATABASE_ICON_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 3 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-database-obj-main:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/database_obj_main.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__database_obj_main__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_DATABASE_OBJ_MAIN_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 5 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge001:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge001.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge001__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE001_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge002:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge002.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge002__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE002_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge003:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge003.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge003__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE003_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge004:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge004.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge004__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE004_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge005:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge005.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge005__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE005_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge006:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge006.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge006__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE006_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge007:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge007.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge007__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE007_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge008:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge008.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge008__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE008_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge009:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge009.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge009__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE009_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge010:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge010.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge010__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE010_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge011:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge011.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge011__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE011_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge012:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge012.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge012__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE012_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge013:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge013.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge013__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE013_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge014:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge014.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge014__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE014_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge015:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge015.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge015__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE015_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge016:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge016.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge016__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE016_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge017:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge017.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge017__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE017_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge018:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge018.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge018__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE018_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge019:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge019.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge019__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE019_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge020:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge020.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge020__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE020_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge021:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge021.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge021__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE021_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge022:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge022.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge022__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE022_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge023:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge023.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge023__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE023_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge024:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge024.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge024__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE024_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
art:ui:cell-bundle-database-item-badge025:rom-reference,UI,UI_CELL_BUNDLE_REFERENCE,database/item_badge025.ncer,YDIJ UI sprite bundle extraction,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\01_UI_ART_LAYOUT\extracted_reference\YDIJ_UI_REFERENCE\ui_sprite_cells\database__item_badge025__cells.png,ROM_EXTRACTED_REFERENCE,RAW_UI_CELL_BUNDLE_DATABASE_ITEM_BADGE025_NCER,NDS_2D,DOM_CSS,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_VISUAL_REPLACEMENT_REQUIRED""]","Verified bundle with 1 cells; preserve function, rebuild visual language."
