assetId,domain,assetKind,logicalGroup,source,sourcePath,sourceType,originalFunction,originalRenderer,modernRenderer,productionStatus,shippingStatus,evidenceStatus,rightsStatus,replacementRequired,replacementComplete,humanApproved,runtimeQaPassed,dimensions,format,runtimeConsumer,visualQaStatus,generation,disposition,replacementAssetId,dependencies,blockers,notes
art:map:field-cm34-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm34_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_34,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Mini Gym / ミニジム; preserve environment role, rebuild original visuals."
art:map:field-cm35-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm35_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_35,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Mini Volcano / ミニかざん; preserve environment role, rebuild original visuals."
art:map:field-cm36-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm36_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_36,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Mini Ice / ミニこおり; preserve environment role, rebuild original visuals."
art:map:field-cm37-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm37_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_37,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Mini Mine / ミニこうざん; preserve environment role, rebuild original visuals."
art:map:field-cm38-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm38_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_38,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Mini Factory / ミニこうじょう; preserve environment role, rebuild original visuals."
art:map:field-cm39-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm39_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_39,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Mini Beach / ミニビーチ; preserve environment role, rebuild original visuals."
art:map:field-cm40-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm40_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_40,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Cave / どうくつ; preserve environment role, rebuild original visuals."
art:map:hm00:hunt-reference,MAP,HUNT_BIOME_REFERENCE,HM00,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,HUNT_BIOME_HM00,NDS_2D,LAYERED_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_BIOME_REPLACEMENT_REQUIRED"",""BIOME_IDENTITY_UNKNOWN_REQUIRES_TRACE"",""BIOME_NOT_IN_ORIGINAL_16_BIOME_BASELINE""]","Seventeenth Hunt biome. The terrain reference starts at HM01, so this field was missing from the 16-biome art baseline. It is a complete field, not a template: base tilemap plus an _anim (BSA) layer and an _obj (OPM/NCER) layer, the same three-layer structure as the documented biomes. Counting it gives 30 native HM field variants, which is the figure the Gate/Hunt runtime contract already carried. Not to be confused with the 16 biome nodes in gate_select/3D_worldMap_model: that is a Gate Select model count, it is unchanged, and nothing traced maps a gate node to an HM field. Biome identity and terrain effects are gameplay authority and stay neutral until traced."
art:map:hm01:hunt-reference,MAP,HUNT_BIOME_REFERENCE,HM01,YDIJ terrain reference table,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\ORIGINAL_TERRAIN_REFERENCE_v1.csv,RESEARCH_DOCUMENT,HUNT_BIOME_HM01,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_STRUCTURE,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]",Grass / Dyna Grassland / 草原; 2D Hunt evidence routes to layered 2D. has_anim_layer=1.
art:map:hm02:hunt-reference,MAP,HUNT_BIOME_REFERENCE,HM02,YDIJ terrain reference table,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\ORIGINAL_TERRAIN_REFERENCE_v1.csv,RESEARCH_DOCUMENT,HUNT_BIOME_HM02,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_STRUCTURE,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]",Savanna / Drive Savanna / 稀樹草原; 2D Hunt evidence routes to layered 2D. has_anim_layer=0.
art:map:hm03:hunt-reference,MAP,HUNT_BIOME_REFERENCE,HM03,YDIJ terrain reference table,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\ORIGINAL_TERRAIN_REFERENCE_v1.csv,RESEARCH_DOCUMENT,HUNT_BIOME_HM03,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_STRUCTURE,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]",Forest / Modular Forest / 森林; 2D Hunt evidence routes to layered 2D. has_anim_layer=0.
art:map:hm04:hunt-reference,MAP,HUNT_BIOME_REFERENCE,HM04,YDIJ terrain reference table,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\ORIGINAL_TERRAIN_REFERENCE_v1.csv,RESEARCH_DOCUMENT,HUNT_BIOME_HM04,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_STRUCTURE,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]",Jungle / Boot Jungle / 叢林; 2D Hunt evidence routes to layered 2D. has_anim_layer=0.
art:map:hm05:hunt-reference,MAP,HUNT_BIOME_REFERENCE,HM05,YDIJ terrain reference table,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\ORIGINAL_TERRAIN_REFERENCE_v1.csv,RESEARCH_DOCUMENT,HUNT_BIOME_HM05,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_STRUCTURE,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]",Damp / Nuru-Nuru Swamp / 沼澤; 2D Hunt evidence routes to layered 2D. has_anim_layer=1.
art:map:hm06:hunt-reference,MAP,HUNT_BIOME_REFERENCE,HM06,YDIJ terrain reference table,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\ORIGINAL_TERRAIN_REFERENCE_v1.csv,RESEARCH_DOCUMENT,HUNT_BIOME_HM06,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_STRUCTURE,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]",Seaside / Wave Coast / 海岸; 2D Hunt evidence routes to layered 2D. has_anim_layer=1.
art:map:hm08:hunt-reference,MAP,HUNT_BIOME_REFERENCE,HM08,YDIJ terrain reference table,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\ORIGINAL_TERRAIN_REFERENCE_v1.csv,RESEARCH_DOCUMENT,HUNT_BIOME_HM08,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_STRUCTURE,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]",Canyon / South Bridge Valley / 峽谷; 2D Hunt evidence routes to layered 2D. has_anim_layer=0.
art:map:hm09:hunt-reference,MAP,HUNT_BIOME_REFERENCE,HM09,YDIJ terrain reference table,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\ORIGINAL_TERRAIN_REFERENCE_v1.csv,RESEARCH_DOCUMENT,HUNT_BIOME_HM09,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_STRUCTURE,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]",Mine / Kron Mines / 礦坑; 2D Hunt evidence routes to layered 2D. has_anim_layer=0.
art:map:hm10:hunt-reference,MAP,HUNT_BIOME_REFERENCE,HM10,YDIJ terrain reference table,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\ORIGINAL_TERRAIN_REFERENCE_v1.csv,RESEARCH_DOCUMENT,HUNT_BIOME_HM10,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_STRUCTURE,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]",Factory / Dolbi Plant / 工廠; 2D Hunt evidence routes to layered 2D. has_anim_layer=1.
art:map:hm11:hunt-reference,MAP,HUNT_BIOME_REFERENCE,HM11,YDIJ terrain reference table,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\ORIGINAL_TERRAIN_REFERENCE_v1.csv,RESEARCH_DOCUMENT,HUNT_BIOME_HM11,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_STRUCTURE,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]",Sewer / Gesui Road / 下水道; 2D Hunt evidence routes to layered 2D. has_anim_layer=1.
art:map:hm13:hunt-reference,MAP,HUNT_BIOME_REFERENCE,HM13,YDIJ terrain reference table,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\ORIGINAL_TERRAIN_REFERENCE_v1.csv,RESEARCH_DOCUMENT,HUNT_BIOME_HM13,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_STRUCTURE,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]",Ice / Snow Land / 雪地/冰原; 2D Hunt evidence routes to layered 2D. has_anim_layer=0.
art:map:hm14:hunt-reference,MAP,HUNT_BIOME_REFERENCE,HM14,YDIJ terrain reference table,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\ORIGINAL_TERRAIN_REFERENCE_v1.csv,RESEARCH_DOCUMENT,HUNT_BIOME_HM14,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_STRUCTURE,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]",Crag / Crack Rocks / 岩地; 2D Hunt evidence routes to layered 2D. has_anim_layer=0.
art:map:hm15:hunt-reference,MAP,HUNT_BIOME_REFERENCE,HM15,YDIJ terrain reference table,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\ORIGINAL_TERRAIN_REFERENCE_v1.csv,RESEARCH_DOCUMENT,HUNT_BIOME_HM15,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_STRUCTURE,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]",Volcano / Magma Mountain / 火山; 2D Hunt evidence routes to layered 2D. has_anim_layer=1.
art:map:hm16:hunt-reference,MAP,HUNT_BIOME_REFERENCE,HM16,YDIJ terrain reference table,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\ORIGINAL_TERRAIN_REFERENCE_v1.csv,RESEARCH_DOCUMENT,HUNT_BIOME_HM16,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_STRUCTURE,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]",Desert / Jirijiri Desert / 沙漠; 2D Hunt evidence routes to layered 2D. has_anim_layer=0.
art:map:hm17:hunt-reference,MAP,HUNT_BIOME_REFERENCE,HM17,YDIJ terrain reference table,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\ORIGINAL_TERRAIN_REFERENCE_v1.csv,RESEARCH_DOCUMENT,HUNT_BIOME_HM17,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_STRUCTURE,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]",Oasis / Clear Oasis / 綠洲; 2D Hunt evidence routes to layered 2D. has_anim_layer=1.
art:map:hm18:hunt-reference,MAP,HUNT_BIOME_REFERENCE,HM18,YDIJ terrain reference table,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\ORIGINAL_TERRAIN_REFERENCE_v1.csv,RESEARCH_DOCUMENT,HUNT_BIOME_HM18,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_STRUCTURE,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]",Ruins / Rinka Ruins / 遺跡; 2D Hunt evidence routes to layered 2D. has_anim_layer=0.
