path,group,exists,inHead,gitStatus,bytes,modifiedUtc,sha256
docs/art/production/cage/faithful-hd40/fields/field_cm30_01/object-cells/cell-004.png,docs/art,True,True,  ,462,2026-08-31T18:50:02.746284+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm30_01/object-placement.json,docs/art,True,True,  ,793,2026-08-31T18:50:02.772713+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm30_01/static-composite-native.png,docs/art,True,True,  ,6904,2026-08-31T18:50:02.799032+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm31_01/attribute-raw-classes.json,docs/art,True,True,  ,2619,2026-08-31T18:50:02.872172+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm31_01/collision-raw-classes.json,docs/art,True,True,  ,2618,2026-08-31T18:50:02.865023+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm31_01/core-native.png,docs/art,True,True,  ,8587,2026-08-31T18:50:02.924769+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm31_01/core-tilemap.json,docs/art,True,True,  ,38022,2026-08-31T18:50:02.881223+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm31_01/faithful-hd4x.png,docs/art,True,True,  ,15800,2026-08-31T18:50:03.121060+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm31_01/native-original.png,docs/art,True,True,  ,9772,2026-08-31T18:50:03.085974+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm31_01/object-animation-bank.json,docs/art,True,True,  ,3314,2026-08-31T18:50:03.012881+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm31_01/object-cell-bank.json,docs/art,True,True,  ,9555,2026-08-31T18:50:03.004426+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm31_01/object-cells/cell-000.png,docs/art,True,True,  ,1187,2026-08-31T18:50:02.946921+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm31_01/object-cells/cell-001.png,docs/art,True,True,  ,1008,2026-08-31T18:50:02.954900+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm31_01/object-cells/cell-002.png,docs/art,True,True,  ,572,2026-08-31T18:50:02.959886+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm31_01/object-cells/cell-003.png,docs/art,True,True,  ,115,2026-08-31T18:50:02.966867+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm31_01/object-cells/cell-004.png,docs/art,True,True,  ,833,2026-08-31T18:50:02.974003+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm31_01/object-cells/cell-005.png,docs/art,True,True,  ,342,2026-08-31T18:50:02.978990+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm31_01/object-cells/cell-006.png,docs/art,True,True,  ,345,2026-08-31T18:50:02.987155+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm31_01/object-cells/cell-007.png,docs/art,True,True,  ,338,2026-08-31T18:50:02.994297+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm31_01/object-placement.json,docs/art,True,True,  ,1578,2026-08-31T18:50:03.021936+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm31_01/static-composite-native.png,docs/art,True,True,  ,9772,2026-08-31T18:50:03.069870+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm32_01/attribute-raw-classes.json,docs/art,True,True,  ,1443,2026-08-31T18:50:03.163567+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm32_01/collision-raw-classes.json,docs/art,True,True,  ,1442,2026-08-31T18:50:03.156426+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm32_01/core-native.png,docs/art,True,True,  ,12944,2026-08-31T18:50:03.211439+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm32_01/core-tilemap.json,docs/art,True,True,  ,19112,2026-08-31T18:50:03.171546+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm32_01/faithful-hd4x.png,docs/art,True,True,  ,18661,2026-08-31T18:50:03.351224+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm32_01/native-original.png,docs/art,True,True,  ,13103,2026-08-31T18:50:03.328796+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm32_01/object-animation-bank.json,docs/art,True,True,  ,4321,2026-08-31T18:50:03.277263+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm32_01/object-cell-bank.json,docs/art,True,True,  ,4588,2026-08-31T18:50:03.268287+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm32_01/object-cells/cell-000.png,docs/art,True,True,  ,204,2026-08-31T18:50:03.232383+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm32_01/object-cells/cell-001.png,docs/art,True,True,  ,203,2026-08-31T18:50:03.240362+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm32_01/object-cells/cell-002.png,docs/art,True,True,  ,191,2026-08-31T18:50:03.248341+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm32_01/object-cells/cell-003.png,docs/art,True,True,  ,194,2026-08-31T18:50:03.255322+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm32_01/object-placement.json,docs/art,True,True,  ,3145,2026-08-31T18:50:03.287236+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm32_01/static-composite-native.png,docs/art,True,True,  ,13103,2026-08-31T18:50:03.313659+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm33_01/attribute-raw-classes.json,docs/art,True,True,  ,1443,2026-08-31T18:50:03.395312+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm33_01/collision-raw-classes.json,docs/art,True,True,  ,1442,2026-08-31T18:50:03.388799+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm33_01/core-native.png,docs/art,True,True,  ,8304,2026-08-31T18:50:03.434655+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm33_01/core-tilemap.json,docs/art,True,True,  ,19060,2026-08-31T18:50:03.402353+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm33_01/faithful-hd4x.png,docs/art,True,True,  ,14219,2026-08-31T18:50:03.536616+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm33_01/native-original.png,docs/art,True,True,  ,8357,2026-08-31T18:50:03.516865+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm33_01/object-animation-bank.json,docs/art,True,True,  ,1151,2026-08-31T18:50:03.473615+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm33_01/object-cell-bank.json,docs/art,True,True,  ,4404,2026-08-31T18:50:03.467013+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm33_01/object-cells/cell-000.png,docs/art,True,True,  ,2064,2026-08-31T18:50:03.453905+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm33_01/object-cells/cell-001.png,docs/art,True,True,  ,1054,2026-08-31T18:50:03.459965+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm33_01/object-placement.json,docs/art,True,True,  ,793,2026-08-31T18:50:03.480688+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm33_01/static-composite-native.png,docs/art,True,True,  ,8357,2026-08-31T18:50:03.503790+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm34_01/attribute-raw-classes.json,docs/art,True,True,  ,1443,2026-08-31T18:50:03.570945+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm34_01/collision-raw-classes.json,docs/art,True,True,  ,1442,2026-08-31T18:50:03.564895+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm34_01/core-native.png,docs/art,True,True,  ,5439,2026-08-31T18:50:03.606158+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm34_01/core-tilemap.json,docs/art,True,True,  ,19048,2026-08-31T18:50:03.577971+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm34_01/faithful-hd4x.png,docs/art,True,True,  ,10555,2026-08-31T18:50:03.727228+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm34_01/native-original.png,docs/art,True,True,  ,6481,2026-08-31T18:50:03.707195+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm34_01/object-animation-bank.json,docs/art,True,True,  ,1870,2026-08-31T18:50:03.666244+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm34_01/object-cell-bank.json,docs/art,True,True,  ,7504,2026-08-31T18:50:03.658132+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm34_01/object-cells/cell-000.png,docs/art,True,True,  ,625,2026-08-31T18:50:03.625869+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm34_01/object-cells/cell-001.png,docs/art,True,True,  ,631,2026-08-31T18:50:03.632967+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm34_01/object-cells/cell-002.png,docs/art,True,True,  ,1312,2026-08-31T18:50:03.642046+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm34_01/object-cells/cell-003.png,docs/art,True,True,  ,402,2026-08-31T18:50:03.647033+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm34_01/object-placement.json,docs/art,True,True,  ,1576,2026-08-31T18:50:03.673868+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm34_01/static-composite-native.png,docs/art,True,True,  ,6481,2026-08-31T18:50:03.697083+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm35_01/attribute-raw-classes.json,docs/art,True,True,  ,1443,2026-08-31T18:50:03.764503+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm35_01/collision-raw-classes.json,docs/art,True,True,  ,1442,2026-08-31T18:50:03.758390+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm35_01/core-native.png,docs/art,True,True,  ,9892,2026-08-31T18:50:03.801907+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm35_01/core-tilemap.json,docs/art,True,True,  ,19106,2026-08-31T18:50:03.771552+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm35_01/faithful-hd4x.png,docs/art,True,True,  ,15483,2026-08-31T18:50:03.901508+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm35_01/native-original.png,docs/art,True,True,  ,9892,2026-08-31T18:50:03.881396+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm35_01/object-animation-bank.json,docs/art,True,True,  ,1665,2026-08-31T18:50:03.837125+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm35_01/object-cell-bank.json,docs/art,True,True,  ,2739,2026-08-31T18:50:03.831140+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm35_01/object-cells/cell-000.png,docs/art,True,True,  ,335,2026-08-31T18:50:03.814984+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm35_01/object-cells/cell-001.png,docs/art,True,True,  ,366,2026-08-31T18:50:03.822096+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm35_01/object-placement.json,docs/art,True,True,  ,399,2026-08-31T18:50:03.844105+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm35_01/static-composite-native.png,docs/art,True,True,  ,9892,2026-08-31T18:50:03.869270+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm36_01/attribute-raw-classes.json,docs/art,True,True,  ,1443,2026-08-31T18:50:03.935766+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm36_01/collision-raw-classes.json,docs/art,True,True,  ,1442,2026-08-31T18:50:03.929782+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm36_01/core-native.png,docs/art,True,True,  ,4160,2026-08-31T18:50:03.970914+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm36_01/core-tilemap.json,docs/art,True,True,  ,19056,2026-08-31T18:50:03.942747+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm36_01/faithful-hd4x.png,docs/art,True,True,  ,7530,2026-08-31T18:50:04.064377+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm36_01/native-original.png,docs/art,True,True,  ,4160,2026-08-31T18:50:04.046360+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm36_01/object-animation-bank.json,docs/art,True,True,  ,1665,2026-08-31T18:50:04.005170+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm36_01/object-cell-bank.json,docs/art,True,True,  ,2739,2026-08-31T18:50:03.999085+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm36_01/object-cells/cell-000.png,docs/art,True,True,  ,335,2026-08-31T18:50:03.984018+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm36_01/object-cells/cell-001.png,docs/art,True,True,  ,366,2026-08-31T18:50:03.990056+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm36_01/object-placement.json,docs/art,True,True,  ,399,2026-08-31T18:50:04.012269+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm36_01/static-composite-native.png,docs/art,True,True,  ,4160,2026-08-31T18:50:04.035390+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm37_01/attribute-raw-classes.json,docs/art,True,True,  ,1443,2026-08-31T18:50:04.098656+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm37_01/collision-raw-classes.json,docs/art,True,True,  ,1442,2026-08-31T18:50:04.093166+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm37_01/core-native.png,docs/art,True,True,  ,6881,2026-08-31T18:50:04.133993+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm37_01/core-tilemap.json,docs/art,True,True,  ,19090,2026-08-31T18:50:04.105793+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm37_01/faithful-hd4x.png,docs/art,True,True,  ,11869,2026-08-31T18:50:04.266153+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm37_01/native-original.png,docs/art,True,True,  ,6881,2026-08-31T18:50:04.246140+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm37_01/object-animation-bank.json,docs/art,True,True,  ,2236,2026-08-31T18:50:04.202717+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm37_01/object-cell-bank.json,docs/art,True,True,  ,8461,2026-08-31T18:50:04.196606+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm37_01/object-cells/cell-000.png,docs/art,True,True,  ,3334,2026-08-31T18:50:04.154083+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm37_01/object-cells/cell-001.png,docs/art,True,True,  ,1530,2026-08-31T18:50:04.162063+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm37_01/object-cells/cell-002.png,docs/art,True,True,  ,1309,2026-08-31T18:50:04.173166+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm37_01/object-cells/cell-003.png,docs/art,True,True,  ,254,2026-08-31T18:50:04.178156+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm37_01/object-cells/cell-004.png,docs/art,True,True,  ,285,2026-08-31T18:50:04.186471+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm37_01/object-placement.json,docs/art,True,True,  ,399,2026-08-31T18:50:04.210768+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm37_01/static-composite-native.png,docs/art,True,True,  ,6881,2026-08-31T18:50:04.235073+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/attribute-raw-classes.json,docs/art,True,True,  ,1443,2026-08-31T18:50:04.304660+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/collision-raw-classes.json,docs/art,True,True,  ,1442,2026-08-31T18:50:04.298544+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/core-native.png,docs/art,True,True,  ,6186,2026-08-31T18:50:04.342098+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/core-tilemap.json,docs/art,True,True,  ,19082,2026-08-31T18:50:04.311711+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/faithful-hd4x.png,docs/art,True,True,  ,11226,2026-08-31T18:50:04.552834+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/native-original.png,docs/art,True,True,  ,8270,2026-08-31T18:50:04.533243+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/object-animation-bank.json,docs/art,True,True,  ,5189,2026-08-31T18:50:04.490953+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/object-cell-bank.json,docs/art,True,True,  ,21085,2026-08-31T18:50:04.483914+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/object-cells/cell-000.png,docs/art,True,True,  ,1044,2026-08-31T18:50:04.375066+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/object-cells/cell-001.png,docs/art,True,True,  ,1128,2026-08-31T18:50:04.382047+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/object-cells/cell-002.png,docs/art,True,True,  ,1196,2026-08-31T18:50:04.389029+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/object-cells/cell-003.png,docs/art,True,True,  ,1193,2026-08-31T18:50:04.397137+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/object-cells/cell-004.png,docs/art,True,True,  ,988,2026-08-31T18:50:04.404226+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/object-cells/cell-005.png,docs/art,True,True,  ,955,2026-08-31T18:50:04.411275+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/object-cells/cell-006.png,docs/art,True,True,  ,280,2026-08-31T18:50:04.416297+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/object-cells/cell-007.png,docs/art,True,True,  ,292,2026-08-31T18:50:04.423404+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/object-cells/cell-008.png,docs/art,True,True,  ,301,2026-08-31T18:50:04.429388+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/object-cells/cell-009.png,docs/art,True,True,  ,296,2026-08-31T18:50:04.435462+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/object-cells/cell-010.png,docs/art,True,True,  ,200,2026-08-31T18:50:04.441513+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/object-cells/cell-011.png,docs/art,True,True,  ,275,2026-08-31T18:50:04.448536+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/object-cells/cell-012.png,docs/art,True,True,  ,270,2026-08-31T18:50:04.454644+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/object-cells/cell-013.png,docs/art,True,True,  ,289,2026-08-31T18:50:04.461699+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/object-cells/cell-014.png,docs/art,True,True,  ,307,2026-08-31T18:50:04.467720+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/object-cells/cell-015.png,docs/art,True,True,  ,287,2026-08-31T18:50:04.473833+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/object-placement.json,docs/art,True,True,  ,4350,2026-08-31T18:50:04.500036+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm38_01/static-composite-native.png,docs/art,True,True,  ,8270,2026-08-31T18:50:04.523177+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm39_01/animated-layer-frame-00.png,docs/art,True,True,  ,4389,2026-08-31T18:50:04.589114+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm39_01/animated-layer-frame-01.png,docs/art,True,True,  ,4491,2026-08-31T18:50:04.600133+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm39_01/animated-layer.json,docs/art,True,True,  ,20920,2026-08-31T18:50:04.606118+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm39_01/attribute-raw-classes.json,docs/art,True,True,  ,1443,2026-08-31T18:50:04.627223+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm39_01/collision-raw-classes.json,docs/art,True,True,  ,1442,2026-08-31T18:50:04.621195+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm39_01/core-native.png,docs/art,True,True,  ,1424,2026-08-31T18:50:04.658976+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm39_01/core-tilemap.json,docs/art,True,True,  ,18860,2026-08-31T18:50:04.635332+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm39_01/faithful-hd4x-frame-01.png,docs/art,True,True,  ,12804,2026-08-31T18:50:04.758629+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm39_01/faithful-hd4x.png,docs/art,True,True,  ,12552,2026-08-31T18:50:04.786260+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm39_01/native-composite-frame-01.png,docs/art,True,True,  ,6531,2026-08-31T18:50:04.738682+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm39_01/native-original.png,docs/art,True,True,  ,6513,2026-08-31T18:50:04.766664+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm39_01/object-animation-bank.json,docs/art,True,True,  ,1151,2026-08-31T18:50:04.702275+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm39_01/object-cell-bank.json,docs/art,True,True,  ,2753,2026-08-31T18:50:04.695294+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm39_01/object-cells/cell-000.png,docs/art,True,True,  ,949,2026-08-31T18:50:04.681172+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm39_01/object-cells/cell-001.png,docs/art,True,True,  ,945,2026-08-31T18:50:04.689187+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm39_01/object-placement.json,docs/art,True,True,  ,793,2026-08-31T18:50:04.708259+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm39_01/static-composite-native.png,docs/art,True,True,  ,2292,2026-08-31T18:50:04.728756+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm40_01/attribute-raw-classes.json,docs/art,True,True,  ,1443,2026-08-31T18:50:04.822577+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm40_01/collision-raw-classes.json,docs/art,True,True,  ,1442,2026-08-31T18:50:04.815540+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm40_01/core-native.png,docs/art,True,True,  ,9419,2026-08-31T18:50:04.857062+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm40_01/core-tilemap.json,docs/art,True,True,  ,19112,2026-08-31T18:50:04.829558+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm40_01/faithful-hd4x.png,docs/art,True,True,  ,15267,2026-08-31T18:50:04.956993+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm40_01/native-original.png,docs/art,True,True,  ,9419,2026-08-31T18:50:04.937930+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm40_01/object-animation-bank.json,docs/art,True,True,  ,1665,2026-08-31T18:50:04.893653+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm40_01/object-cell-bank.json,docs/art,True,True,  ,2739,2026-08-31T18:50:04.886549+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm40_01/object-cells/cell-000.png,docs/art,True,True,  ,335,2026-08-31T18:50:04.870198+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm40_01/object-cells/cell-001.png,docs/art,True,True,  ,366,2026-08-31T18:50:04.876218+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm40_01/object-placement.json,docs/art,True,True,  ,399,2026-08-31T18:50:04.900703+00:00,
docs/art/production/cage/faithful-hd40/fields/field_cm40_01/static-composite-native.png,docs/art,True,True,  ,9419,2026-08-31T18:50:04.924964+00:00,
docs/art/production/cage/faithful-hd40/manifest.json,docs/art,True,True,  ,253141,2026-08-31T18:50:05.918049+00:00,7304d850afbafbc3ddbc3b12194288e46d9233617af13616ef553e73c50b4aff
docs/art/production/cage/hd-remaster-v1/cage-cm01-cm40-remaster-contact.png,docs/art,True,True,  ,3191213,2026-08-31T20:11:08.351015+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm01_01/core-remaster-hd4x.png,docs/art,True,True,  ,146728,2026-08-31T20:10:27.181939+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm01_01/object-cells-remaster-hd4x/cell-000.png,docs/art,True,True,  ,59828,2026-08-31T20:10:27.263735+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm01_01/object-cells-remaster-hd4x/cell-001.png,docs/art,True,True,  ,39644,2026-08-31T20:10:27.302488+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm01_01/object-cells-remaster-hd4x/cell-002.png,docs/art,True,True,  ,22082,2026-08-31T20:10:27.349354+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm01_01/object-cells-remaster-hd4x/cell-003.png,docs/art,True,True,  ,16594,2026-08-31T20:10:27.382788+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm01_01/static-composite-remaster-hd4x.png,docs/art,True,True,  ,173359,2026-08-31T20:10:27.539001+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm02_01/core-remaster-hd4x.png,docs/art,True,True,  ,509439,2026-08-31T20:10:28.060266+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm02_01/object-cells-remaster-hd4x/cell-000.png,docs/art,True,True,  ,5952,2026-08-31T20:10:28.091483+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm02_01/object-cells-remaster-hd4x/cell-001.png,docs/art,True,True,  ,5939,2026-08-31T20:10:28.107105+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm02_01/object-cells-remaster-hd4x/cell-002.png,docs/art,True,True,  ,7304,2026-08-31T20:10:28.122751+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm02_01/object-cells-remaster-hd4x/cell-003.png,docs/art,True,True,  ,3672,2026-08-31T20:10:28.138348+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm02_01/object-cells-remaster-hd4x/cell-004.png,docs/art,True,True,  ,6235,2026-08-31T20:10:28.170194+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm02_01/static-composite-remaster-hd4x.png,docs/art,True,True,  ,512965,2026-08-31T20:10:28.481497+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm03_01/core-remaster-hd4x.png,docs/art,True,True,  ,385927,2026-08-31T20:10:29.045444+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm03_01/object-cells-remaster-hd4x/cell-000.png,docs/art,True,True,  ,20148,2026-08-31T20:10:29.123552+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm03_01/object-cells-remaster-hd4x/cell-001.png,docs/art,True,True,  ,7792,2026-08-31T20:10:29.139173+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm03_01/object-cells-remaster-hd4x/cell-002.png,docs/art,True,True,  ,3113,2026-08-31T20:10:29.160533+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm03_01/static-composite-remaster-hd4x.png,docs/art,True,True,  ,417841,2026-08-31T20:10:29.553371+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm04_01/core-remaster-hd4x.png,docs/art,True,True,  ,444902,2026-08-31T20:10:29.899919+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm04_01/object-cells-remaster-hd4x/cell-000.png,docs/art,True,True,  ,19381,2026-08-31T20:10:29.950196+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm04_01/object-cells-remaster-hd4x/cell-001.png,docs/art,True,True,  ,10355,2026-08-31T20:10:29.962848+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm04_01/object-cells-remaster-hd4x/cell-002.png,docs/art,True,True,  ,16867,2026-08-31T20:10:30.003366+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm04_01/static-composite-remaster-hd4x.png,docs/art,True,True,  ,434587,2026-08-31T20:10:30.207542+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm05_01/core-remaster-hd4x.png,docs/art,True,True,  ,432012,2026-08-31T20:10:30.793869+00:00,
docs/art/production/cage/hd-remaster-v1/fields/field_cm05_01/object-cells-remaster-hd4x/cell-000.png,docs/art,True,True,  ,10474,2026-08-31T20:10:30.866902+00:00,
