path,relativePath,bytes,scope
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__training_set__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__training_set__cells.png,23906,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__setting_obj_plug_sub__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__setting_obj_plug_sub__cells.png,13772,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__setting_obj_plug_sub_lt__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__setting_obj_plug_sub_lt__cells.png,13804,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__setting_obj_plug_main__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__setting_obj_plug_main__cells.png,14442,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__setting_obj_plug_main_lt__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__setting_obj_plug_main_lt__cells.png,17921,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__screen_wipe__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__screen_wipe__cells.png,7091,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__save_icon__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__save_icon__cells.png,3365,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__menu_sub__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__menu_sub__cells.png,21162,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__menu_main__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__menu_main__cells.png,47120,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__list_window__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__list_window__cells.png,6484,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__keyboard_parts__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__keyboard_parts__cells.png,12632,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__itemicon_sub__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__itemicon_sub__cells.png,19340,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__itemicon_main__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__itemicon_main__cells.png,24168,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__itemiconL_sub__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__itemiconL_sub__cells.png,36925,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__itemiconL_main__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__itemiconL_main__cells.png,39390,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__itemcage_sub__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__itemcage_sub__cells.png,4782,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__itemcage_main__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__itemcage_main__cells.png,5171,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__hunt__world__world_obj_sub__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__hunt__world__world_obj_sub__cells.png,2919,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__hunt__world__world_obj_main__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__hunt__world__world_obj_main__cells.png,13118,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__hunt__world__field_image_icon__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__hunt__world__field_image_icon__cells.png,19978,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__hunt__setting__setting_obj_sub__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__hunt__setting__setting_obj_sub__cells.png,9281,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__hunt__setting__setting_obj_plug_sub__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__hunt__setting__setting_obj_plug_sub__cells.png,3925,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__hunt__setting__setting_obj_plug_main__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__hunt__setting__setting_obj_plug_main__cells.png,5492,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__hunt__setting__setting_obj_main__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__hunt__setting__setting_obj_main__cells.png,22196,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__hunt__setting__setting_menu__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__hunt__setting__setting_menu__cells.png,31114,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__hunt__setting__obj_Launcher_wind__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__hunt__setting__obj_Launcher_wind__cells.png,4940,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__hunt__setting__obj_Launcher_icon__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__hunt__setting__obj_Launcher_icon__cells.png,13031,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__hunt__result__name_edit__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__hunt__result__name_edit__cells.png,4802,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__hunt__result__hunt_result_obj_main__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__hunt__result__hunt_result_obj_main__cells.png,18443,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__hunt__result__bg_memory_card_wind_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__hunt__result__bg_memory_card_wind_obj__cells.png,7292,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__hunt__hunting__memory_card_plate__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__hunt__hunting__memory_card_plate__cells.png,6353,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__hunt__hunting__hunting_obj_sub__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__hunt__hunting__hunting_obj_sub__cells.png,13427,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__hunt__hunting__hunting_obj_main__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__hunt__hunting__hunting_obj_main__cells.png,5024,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__hunt_set__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__hunt_set__cells.png,16918,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__graph_all_sub__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__graph_all_sub__cells.png,6189,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__graph_all_main__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__graph_all_main__cells.png,7081,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__cage_shop_icon_sub__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__cage_shop_icon_sub__cells.png,43824,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__cage_shop_icon_main__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__cage_shop_icon_main__cells.png,46176,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__button_text__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__button_text__cells.png,14883,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__battle_title_obj_sub__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__battle_title_obj_sub__cells.png,68053,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__battle_title_obj_main__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__battle_title_obj_main__cells.png,69920,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__battle_title_champion_sub__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__battle_title_champion_sub__cells.png,6868,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\ui__battle_title_champion_main__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/ui__battle_title_champion_main__cells.png,6660,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__training_sub__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__training_sub__cells.png,24925,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__training_main__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__training_main__cells.png,9953,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__schedule_obj_main__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__schedule_obj_main__cells.png,22352,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__obj_training_sub__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__obj_training_sub__cells.png,14749,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm40_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm40_01_obj__cells.png,3794,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm39_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm39_01_obj__cells.png,5144,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm38_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm38_01_obj__cells.png,15601,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm37_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm37_01_obj__cells.png,13293,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm36_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm36_01_obj__cells.png,3937,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm35_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm35_01_obj__cells.png,3924,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm34_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm34_01_obj__cells.png,8769,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm33_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm33_01_obj__cells.png,6692,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm32_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm32_01_obj__cells.png,4291,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm31_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm31_01_obj__cells.png,12222,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm30_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm30_01_obj__cells.png,7271,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm27_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm27_01_obj__cells.png,9432,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm26_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm26_01_obj__cells.png,6661,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm25_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm25_01_obj__cells.png,24798,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm24_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm24_01_obj__cells.png,7809,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm23_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm23_01_obj__cells.png,11978,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm22_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm22_01_obj__cells.png,16534,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm21_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm21_01_obj__cells.png,3772,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm20_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm20_01_obj__cells.png,3806,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm19_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm19_01_obj__cells.png,32163,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm18_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm18_01_obj__cells.png,5723,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm17_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm17_01_obj__cells.png,7044,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm16_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm16_01_obj__cells.png,12237,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm15_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm15_01_obj__cells.png,15951,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm14_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm14_01_obj__cells.png,13875,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm13_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm13_01_obj__cells.png,10481,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm12_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm12_01_obj__cells.png,7555,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm11_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm11_01_obj__cells.png,6549,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm10_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm10_01_obj__cells.png,5714,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm09_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm09_01_obj__cells.png,7631,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm08_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm08_01_obj__cells.png,3835,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm07_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm07_01_obj__cells.png,3765,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm06_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm06_01_obj__cells.png,14202,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm05_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm05_01_obj__cells.png,8133,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm04_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm04_01_obj__cells.png,8008,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm03_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm03_01_obj__cells.png,6761,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm02_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm02_01_obj__cells.png,7313,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
R:\Projects\Championship2026\YDIJ_PRIVATE_ROM_ART_PACK\01_UI\native-decoded-reference\ui_sprite_cells\training__field_cm01_01_obj__cells.png,01_UI/native-decoded-reference/ui_sprite_cells/training__field_cm01_01_obj__cells.png,16632,EXTERNAL_RESEARCH_REFERENCE_NOT_PRODUCT_SOURCE
