assetId,role,path,referenceKind,absolute,exists,containsReplacementCharacter
art:character:m101-caprimon:rom-reference,evidenceRef,digimon/m101_caprimon_sub.ncer,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m101-caprimon:rom-reference,evidenceRef,digimon/m101_caprimon_sub.ncgr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m101-caprimon:rom-reference,evidenceRef,digimon/m101_caprimon_sub.nclr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m101-caprimon:rom-reference,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\rendered_character_reference\main_cells\m101_caprimon_main_cells.png,FILESYSTEM,True,True,False
art:character:m101-caprimon:rom-reference,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\rendered_character_reference\sub_cells\m101_caprimon_sub_cells.png,FILESYSTEM,True,True,False
art:character:m102-koromon:db-reference,sourcePath,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character:m102-koromon:db-reference,evidenceRef,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character:m102-koromon:db-reference,component,rom:/db_digimon/m102_koromon_db_main.nanr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m102-koromon:db-reference,component,rom:/db_digimon/m102_koromon_db_main.ncbr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m102-koromon:db-reference,component,rom:/db_digimon/m102_koromon_db_main.ncer,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m102-koromon:db-reference,component,rom:/db_digimon/m102_koromon_db_main.nclr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m102-koromon:db-reference,component,rom:/db_digimon/m102_koromon_db_sub.nanr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m102-koromon:db-reference,component,rom:/db_digimon/m102_koromon_db_sub.ncer,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m102-koromon:db-reference,component,rom:/db_digimon/m102_koromon_db_sub.ncgr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m102-koromon:db-reference,component,rom:/db_digimon/m102_koromon_db_sub.nclr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m102-koromon:rom-reference,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character:m102-koromon:rom-reference,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character:m102-koromon:rom-reference,evidenceRef,digimon/m102_koromon_main.nanr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m102-koromon:rom-reference,evidenceRef,digimon/m102_koromon_main.ncbr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m102-koromon:rom-reference,evidenceRef,digimon/m102_koromon_main.ncer,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m102-koromon:rom-reference,evidenceRef,digimon/m102_koromon_main.nclr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m102-koromon:rom-reference,evidenceRef,digimon/m102_koromon_sub.nanr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m102-koromon:rom-reference,evidenceRef,digimon/m102_koromon_sub.ncer,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m102-koromon:rom-reference,evidenceRef,digimon/m102_koromon_sub.ncgr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m102-koromon:rom-reference,evidenceRef,digimon/m102_koromon_sub.nclr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m102-koromon:rom-reference,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\rendered_character_reference\main_cells\m102_koromon_main_cells.png,FILESYSTEM,True,True,False
art:character:m102-koromon:rom-reference,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\rendered_character_reference\sub_cells\m102_koromon_sub_cells.png,FILESYSTEM,True,True,False
art:character:m103-tanemon:db-reference,sourcePath,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character:m103-tanemon:db-reference,evidenceRef,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character:m103-tanemon:db-reference,component,rom:/db_digimon/m103_tanemon_db_main.nanr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m103-tanemon:db-reference,component,rom:/db_digimon/m103_tanemon_db_main.ncbr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m103-tanemon:db-reference,component,rom:/db_digimon/m103_tanemon_db_main.ncer,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m103-tanemon:db-reference,component,rom:/db_digimon/m103_tanemon_db_main.nclr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m103-tanemon:db-reference,component,rom:/db_digimon/m103_tanemon_db_sub.nanr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m103-tanemon:db-reference,component,rom:/db_digimon/m103_tanemon_db_sub.ncer,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m103-tanemon:db-reference,component,rom:/db_digimon/m103_tanemon_db_sub.ncgr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m103-tanemon:db-reference,component,rom:/db_digimon/m103_tanemon_db_sub.nclr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m103-tanemon:rom-reference,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character:m103-tanemon:rom-reference,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character:m103-tanemon:rom-reference,evidenceRef,digimon/m103_tanemon_main.nanr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m103-tanemon:rom-reference,evidenceRef,digimon/m103_tanemon_main.ncbr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m103-tanemon:rom-reference,evidenceRef,digimon/m103_tanemon_main.ncer,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m103-tanemon:rom-reference,evidenceRef,digimon/m103_tanemon_main.nclr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m103-tanemon:rom-reference,evidenceRef,digimon/m103_tanemon_sub.nanr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m103-tanemon:rom-reference,evidenceRef,digimon/m103_tanemon_sub.ncer,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m103-tanemon:rom-reference,evidenceRef,digimon/m103_tanemon_sub.ncgr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m103-tanemon:rom-reference,evidenceRef,digimon/m103_tanemon_sub.nclr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m103-tanemon:rom-reference,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\rendered_character_reference\main_cells\m103_tanemon_main_cells.png,FILESYSTEM,True,True,False
art:character:m103-tanemon:rom-reference,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\rendered_character_reference\sub_cells\m103_tanemon_sub_cells.png,FILESYSTEM,True,True,False
art:character:m104-tunomon:db-reference,sourcePath,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character:m104-tunomon:db-reference,evidenceRef,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character:m104-tunomon:db-reference,component,rom:/db_digimon/m104_tunomon_db_main.nanr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m104-tunomon:db-reference,component,rom:/db_digimon/m104_tunomon_db_main.ncbr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m104-tunomon:db-reference,component,rom:/db_digimon/m104_tunomon_db_main.ncer,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m104-tunomon:db-reference,component,rom:/db_digimon/m104_tunomon_db_main.nclr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m104-tunomon:db-reference,component,rom:/db_digimon/m104_tunomon_db_sub.nanr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m104-tunomon:db-reference,component,rom:/db_digimon/m104_tunomon_db_sub.ncer,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m104-tunomon:db-reference,component,rom:/db_digimon/m104_tunomon_db_sub.ncgr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m104-tunomon:db-reference,component,rom:/db_digimon/m104_tunomon_db_sub.nclr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m104-tunomon:rom-reference,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character:m104-tunomon:rom-reference,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character:m104-tunomon:rom-reference,evidenceRef,digimon/m104_tunomon_main.nanr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m104-tunomon:rom-reference,evidenceRef,digimon/m104_tunomon_main.ncbr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m104-tunomon:rom-reference,evidenceRef,digimon/m104_tunomon_main.ncer,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m104-tunomon:rom-reference,evidenceRef,digimon/m104_tunomon_main.nclr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m104-tunomon:rom-reference,evidenceRef,digimon/m104_tunomon_sub.nanr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m104-tunomon:rom-reference,evidenceRef,digimon/m104_tunomon_sub.ncer,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m104-tunomon:rom-reference,evidenceRef,digimon/m104_tunomon_sub.ncgr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m104-tunomon:rom-reference,evidenceRef,digimon/m104_tunomon_sub.nclr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m104-tunomon:rom-reference,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\rendered_character_reference\main_cells\m104_tunomon_main_cells.png,FILESYSTEM,True,True,False
art:character:m104-tunomon:rom-reference,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\rendered_character_reference\sub_cells\m104_tunomon_sub_cells.png,FILESYSTEM,True,True,False
art:character:m105-tokomon:db-reference,sourcePath,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character:m105-tokomon:db-reference,evidenceRef,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character:m105-tokomon:db-reference,component,rom:/db_digimon/m105_tokomon_db_main.nanr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m105-tokomon:db-reference,component,rom:/db_digimon/m105_tokomon_db_main.ncbr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m105-tokomon:db-reference,component,rom:/db_digimon/m105_tokomon_db_main.ncer,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m105-tokomon:db-reference,component,rom:/db_digimon/m105_tokomon_db_main.nclr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m105-tokomon:db-reference,component,rom:/db_digimon/m105_tokomon_db_sub.nanr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m105-tokomon:db-reference,component,rom:/db_digimon/m105_tokomon_db_sub.ncer,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m105-tokomon:db-reference,component,rom:/db_digimon/m105_tokomon_db_sub.ncgr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m105-tokomon:db-reference,component,rom:/db_digimon/m105_tokomon_db_sub.nclr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m105-tokomon:rom-reference,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character:m105-tokomon:rom-reference,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character:m105-tokomon:rom-reference,evidenceRef,digimon/m105_tokomon_main.nanr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m105-tokomon:rom-reference,evidenceRef,digimon/m105_tokomon_main.ncbr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m105-tokomon:rom-reference,evidenceRef,digimon/m105_tokomon_main.ncer,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m105-tokomon:rom-reference,evidenceRef,digimon/m105_tokomon_main.nclr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m105-tokomon:rom-reference,evidenceRef,digimon/m105_tokomon_sub.nanr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m105-tokomon:rom-reference,evidenceRef,digimon/m105_tokomon_sub.ncer,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m105-tokomon:rom-reference,evidenceRef,digimon/m105_tokomon_sub.ncgr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m105-tokomon:rom-reference,evidenceRef,digimon/m105_tokomon_sub.nclr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m105-tokomon:rom-reference,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\rendered_character_reference\main_cells\m105_tokomon_main_cells.png,FILESYSTEM,True,True,False
art:character:m105-tokomon:rom-reference,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\rendered_character_reference\sub_cells\m105_tokomon_sub_cells.png,FILESYSTEM,True,True,False
art:character:m106-nyaromon:db-reference,sourcePath,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character:m106-nyaromon:db-reference,evidenceRef,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character:m106-nyaromon:db-reference,component,rom:/db_digimon/m106_nyaromon_db_main.nanr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m106-nyaromon:db-reference,component,rom:/db_digimon/m106_nyaromon_db_main.ncbr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m106-nyaromon:db-reference,component,rom:/db_digimon/m106_nyaromon_db_main.ncer,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m106-nyaromon:db-reference,component,rom:/db_digimon/m106_nyaromon_db_main.nclr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m106-nyaromon:db-reference,component,rom:/db_digimon/m106_nyaromon_db_sub.nanr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m106-nyaromon:db-reference,component,rom:/db_digimon/m106_nyaromon_db_sub.ncer,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m106-nyaromon:db-reference,component,rom:/db_digimon/m106_nyaromon_db_sub.ncgr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m106-nyaromon:db-reference,component,rom:/db_digimon/m106_nyaromon_db_sub.nclr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m106-nyaromon:rom-reference,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character:m106-nyaromon:rom-reference,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character:m106-nyaromon:rom-reference,evidenceRef,digimon/m106_nyaromon_main.nanr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m106-nyaromon:rom-reference,evidenceRef,digimon/m106_nyaromon_main.ncbr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m106-nyaromon:rom-reference,evidenceRef,digimon/m106_nyaromon_main.ncer,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m106-nyaromon:rom-reference,evidenceRef,digimon/m106_nyaromon_main.nclr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m106-nyaromon:rom-reference,evidenceRef,digimon/m106_nyaromon_sub.nanr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m106-nyaromon:rom-reference,evidenceRef,digimon/m106_nyaromon_sub.ncer,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m106-nyaromon:rom-reference,evidenceRef,digimon/m106_nyaromon_sub.ncgr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m106-nyaromon:rom-reference,evidenceRef,digimon/m106_nyaromon_sub.nclr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m106-nyaromon:rom-reference,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\rendered_character_reference\main_cells\m106_nyaromon_main_cells.png,FILESYSTEM,True,True,False
art:character:m106-nyaromon:rom-reference,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\rendered_character_reference\sub_cells\m106_nyaromon_sub_cells.png,FILESYSTEM,True,True,False
art:character:m107-pagumon:db-reference,sourcePath,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character:m107-pagumon:db-reference,evidenceRef,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character:m107-pagumon:db-reference,component,rom:/db_digimon/m107_pagumon_db_main.nanr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m107-pagumon:db-reference,component,rom:/db_digimon/m107_pagumon_db_main.ncbr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m107-pagumon:db-reference,component,rom:/db_digimon/m107_pagumon_db_main.ncer,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m107-pagumon:db-reference,component,rom:/db_digimon/m107_pagumon_db_main.nclr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m107-pagumon:db-reference,component,rom:/db_digimon/m107_pagumon_db_sub.nanr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m107-pagumon:db-reference,component,rom:/db_digimon/m107_pagumon_db_sub.ncer,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m107-pagumon:db-reference,component,rom:/db_digimon/m107_pagumon_db_sub.ncgr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m107-pagumon:db-reference,component,rom:/db_digimon/m107_pagumon_db_sub.nclr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m107-pagumon:rom-reference,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character:m107-pagumon:rom-reference,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character:m107-pagumon:rom-reference,evidenceRef,digimon/m107_pagumon_main.nanr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m107-pagumon:rom-reference,evidenceRef,digimon/m107_pagumon_main.ncbr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m107-pagumon:rom-reference,evidenceRef,digimon/m107_pagumon_main.ncer,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m107-pagumon:rom-reference,evidenceRef,digimon/m107_pagumon_main.nclr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m107-pagumon:rom-reference,evidenceRef,digimon/m107_pagumon_sub.nanr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m107-pagumon:rom-reference,evidenceRef,digimon/m107_pagumon_sub.ncer,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m107-pagumon:rom-reference,evidenceRef,digimon/m107_pagumon_sub.ncgr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m107-pagumon:rom-reference,evidenceRef,digimon/m107_pagumon_sub.nclr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m107-pagumon:rom-reference,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\rendered_character_reference\main_cells\m107_pagumon_main_cells.png,FILESYSTEM,True,True,False
art:character:m107-pagumon:rom-reference,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\rendered_character_reference\sub_cells\m107_pagumon_sub_cells.png,FILESYSTEM,True,True,False
art:character:m108-pyokomon:db-reference,sourcePath,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character:m108-pyokomon:db-reference,evidenceRef,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character:m108-pyokomon:db-reference,component,rom:/db_digimon/m108_pyokomon_db_main.nanr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m108-pyokomon:db-reference,component,rom:/db_digimon/m108_pyokomon_db_main.ncbr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m108-pyokomon:db-reference,component,rom:/db_digimon/m108_pyokomon_db_main.ncer,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m108-pyokomon:db-reference,component,rom:/db_digimon/m108_pyokomon_db_main.nclr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m108-pyokomon:db-reference,component,rom:/db_digimon/m108_pyokomon_db_sub.nanr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m108-pyokomon:db-reference,component,rom:/db_digimon/m108_pyokomon_db_sub.ncer,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m108-pyokomon:db-reference,component,rom:/db_digimon/m108_pyokomon_db_sub.ncgr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m108-pyokomon:db-reference,component,rom:/db_digimon/m108_pyokomon_db_sub.nclr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m108-pyokomon:rom-reference,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character:m108-pyokomon:rom-reference,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character:m108-pyokomon:rom-reference,evidenceRef,digimon/m108_pyokomon_main.nanr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m108-pyokomon:rom-reference,evidenceRef,digimon/m108_pyokomon_main.ncbr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m108-pyokomon:rom-reference,evidenceRef,digimon/m108_pyokomon_main.ncer,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m108-pyokomon:rom-reference,evidenceRef,digimon/m108_pyokomon_main.nclr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m108-pyokomon:rom-reference,evidenceRef,digimon/m108_pyokomon_sub.nanr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m108-pyokomon:rom-reference,evidenceRef,digimon/m108_pyokomon_sub.ncer,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m108-pyokomon:rom-reference,evidenceRef,digimon/m108_pyokomon_sub.ncgr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m108-pyokomon:rom-reference,evidenceRef,digimon/m108_pyokomon_sub.nclr,ROM_RELATIVE_RESOURCE_NOT_REPO_PATH,False,,False
art:character:m108-pyokomon:rom-reference,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\rendered_character_reference\main_cells\m108_pyokomon_main_cells.png,FILESYSTEM,True,True,False
art:character:m108-pyokomon:rom-reference,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\rendered_character_reference\sub_cells\m108_pyokomon_sub_cells.png,FILESYSTEM,True,True,False
art:character:m109-pukamon:db-reference,sourcePath,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character:m109-pukamon:db-reference,evidenceRef,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character:m109-pukamon:db-reference,component,rom:/db_digimon/m109_pukamon_db_main.nanr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m109-pukamon:db-reference,component,rom:/db_digimon/m109_pukamon_db_main.ncbr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m109-pukamon:db-reference,component,rom:/db_digimon/m109_pukamon_db_main.ncer,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m109-pukamon:db-reference,component,rom:/db_digimon/m109_pukamon_db_main.nclr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m109-pukamon:db-reference,component,rom:/db_digimon/m109_pukamon_db_sub.nanr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m109-pukamon:db-reference,component,rom:/db_digimon/m109_pukamon_db_sub.ncer,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m109-pukamon:db-reference,component,rom:/db_digimon/m109_pukamon_db_sub.ncgr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character:m109-pukamon:db-reference,component,rom:/db_digimon/m109_pukamon_db_sub.nclr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
