"entityId","kind","mainSequences","subSequences","slots","exactRgbaMasters","blankSlots","motionContract","status"
"m401_atlurkabuterimon","CREATURE","40","13","77","45","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m401_atlurkabuterimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m402_anomalocarimon","CREATURE","40","13","81","47","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m402_anomalocarimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m403_andromon","CREATURE","40","13","80","54","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m403_andromon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m404_etemon","CREATURE","40","13","74","45","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m404_etemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m405_angewomon","CREATURE","40","13","73","44","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m405_angewomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m406_oukuwamon","CREATURE","40","13","76","49","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m406_oukuwamon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m407_gurudamon","CREATURE","40","13","79","51","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m407_gurudamon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m408_gerbemon","CREATURE","40","13","76","46","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m408_gerbemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m410_cyberdramon","CREATURE","40","13","77","50","1","docs/art/production/characters/appearance-refresh-v1/generated/entities/m410_cyberdramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m412_jyureimon","CREATURE","40","13","73","47","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m412_jyureimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m413_skullgreymon","CREATURE","40","13","79","48","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m413_skullgreymon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m414_zudomon","CREATURE","40","13","74","48","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m414_zudomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m415_dagomon","CREATURE","40","13","82","44","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m415_dagomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m416_deathmeramon","CREATURE","40","13","76","52","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m416_deathmeramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m417_delumon","CREATURE","40","13","79","43","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m417_delumon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m418_tonosamagekomon","CREATURE","40","13","75","45","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m418_tonosamagekomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m419_toriceramon","CREATURE","40","13","77","45","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m419_toriceramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m420_knightmon","CREATURE","40","13","75","43","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m420_knightmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m422_parrotmon","CREATURE","40","13","75","43","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m422_parrotmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m423_hangyomon","CREATURE","40","13","79","48","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m423_hangyomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m424_pandamon","CREATURE","40","13","75","52","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m424_pandamon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m426_bigmamemon","CREATURE","40","13","75","43","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m426_bigmamemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m427_picklemon","CREATURE","40","13","73","52","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m427_picklemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m428_fantomon","CREATURE","40","13","81","46","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m428_fantomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m430_vademon","CREATURE","40","13","77","52","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m430_vademon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m431_whamon","CREATURE","40","13","82","38","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m431_whamon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m432_holyangemon","CREATURE","40","13","74","48","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m432_holyangemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m433_machgaogamon","CREATURE","40","13","87","59","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m433_machgaogamon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m435_mamemon","CREATURE","40","13","83","42","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m435_mamemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m437_mammon","CREATURE","40","13","77","45","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m437_mammon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m438_megaseadramon","CREATURE","40","13","75","46","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m438_megaseadramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m439_megadramon","CREATURE","40","13","76","47","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m439_megadramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m440_metalgreymon_vi","CREATURE","40","13","76","56","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m440_metalgreymon_vi/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m441_metalgreymon_va","CREATURE","40","13","76","56","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m441_metalgreymon_va/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m442_metaltyranomon","CREATURE","40","13","76","49","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m442_metaltyranomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m444_monzaemon","CREATURE","40","13","79","55","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m444_monzaemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m445_yatagaramon","CREATURE","40","13","73","48","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m445_yatagaramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m446_rizegreymon","CREATURE","40","13","74","52","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m446_rizegreymon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m447_rapidmon","CREATURE","40","13","75","47","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m447_rapidmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m448_lilimon","CREATURE","40","13","79","55","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m448_lilimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m449_ladydevimon","CREATURE","40","13","79","50","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m449_ladydevimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m450_warumonzaemon","CREATURE","40","13","75","45","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m450_warumonzaemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m451_weregarurumon_va","CREATURE","40","13","75","54","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m451_weregarurumon_va/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m452_weregarurumon_vi","CREATURE","40","13","76","57","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m452_weregarurumon_vi/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m453_wingdramon","CREATURE","40","13","85","46","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m453_wingdramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m454_grondramon","CREATURE","40","13","81","49","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m454_grondramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m455_flaremon","CREATURE","40","13","87","51","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m455_flaremon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m456_crescemon","CREATURE","40","13","76","49","1","docs/art/production/characters/appearance-refresh-v1/generated/entities/m456_crescemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m457_superstarmon","CREATURE","40","13","75","48","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m457_superstarmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m458_blackrapidmon","CREATURE","40","13","75","53","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m458_blackrapidmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m501_vikemon","CREATURE","40","13","77","49","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m501_vikemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m502_valkyrimon","CREATURE","40","13","73","33","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m502_valkyrimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m503_warglaymon","CREATURE","40","13","81","36","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m503_warglaymon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m504_gigaseadramon","CREATURE","40","13","73","28","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m504_gigaseadramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m505_grankuwagamon","CREATURE","40","13","71","33","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m505_grankuwagamon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m506_griffomon","CREATURE","40","13","79","38","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m506_griffomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m507_crossmon","CREATURE","40","13","73","31","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m507_crossmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m508_saberleomon","CREATURE","40","13","79","51","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m508_saberleomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m509_shinegraymon","CREATURE","40","13","83","39","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m509_shinegraymon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m510_skullmammon","CREATURE","40","13","73","33","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m510_skullmammon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m511_saintgargomon","CREATURE","40","13","76","37","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m511_saintgargomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m512_hiandromon","CREATURE","40","13","73","32","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m512_hiandromon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m513_bantyoliomon","CREATURE","40","13","82","36","17","docs/art/production/characters/appearance-refresh-v1/generated/entities/m513_bantyoliomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m514_piemon","CREATURE","40","13","78","38","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m514_piemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m515_pinochimon","CREATURE","40","13","75","34","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m515_pinochimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m516_pharaohmon","CREATURE","40","13","76","35","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m516_pharaohmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m517_pukumon","CREATURE","40","13","75","33","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m517_pukumon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m518_blackwargreymon","CREATURE","40","13","81","36","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m518_blackwargreymon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m519_princemamemon","CREATURE","40","13","74","48","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m519_princemamemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m520_pilesiomon","CREATURE","40","13","76","42","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m520_pilesiomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m521_heraklekabuterimon","CREATURE","40","13","81","32","17","docs/art/production/characters/appearance-refresh-v1/generated/entities/m521_heraklekabuterimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m522_hououmon","CREATURE","40","13","74","29","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m522_hououmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m526_miragegaogamon","CREATURE","40","13","82","38","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m526_miragegaogamon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m527_mugendramon","CREATURE","40","13","86","45","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m527_mugendramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m528_metaletemon","CREATURE","40","13","73","35","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m528_metaletemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m529_metalgarurumon_va","CREATURE","40","13","82","56","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m529_metalgarurumon_va/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m530_metalgarurumon_vi","CREATURE","40","13","82","56","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m530_metalgarurumon_vi/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m531_metalseadramon","CREATURE","40","13","79","29","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m531_metalseadramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m532_rosemon","CREATURE","40","13","77","55","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m532_rosemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m533_zeedgarurumon","CREATURE","40","13","78","39","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m533_zeedgarurumon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m534_victorygreymon","CREATURE","40","13","82","34","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m534_victorygreymon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m535_slayerdramon","CREATURE","40","13","84","31","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m535_slayerdramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m536_brakedramon","CREATURE","40","13","85","34","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m536_brakedramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m538_apollomon","CREATURE","40","13","81","32","17","docs/art/production/characters/appearance-refresh-v1/generated/entities/m538_apollomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m539_dianamon","CREATURE","40","13","80","46","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m539_dianamon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m540_imperialdramon_fm","CREATURE","40","13","81","35","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m540_imperialdramon_fm/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m541_dukemon","CREATURE","40","13","81","35","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m541_dukemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
